scenario,repetition,scheme,test_gain_vs_no_graph,support_recovery,no_relation
R4_all_harmful,44,joint,0.0,0.6,1.0
R4_all_harmful,45,no_graph,0.0,0.6,1.0
R4_all_harmful,45,equal,-0.08200899013173957,0.55,0.0
R4_all_harmful,45,stability_only,-0.08200899013173957,0.55,0.0
R4_all_harmful,45,utility_only,0.0,0.6,1.0
R4_all_harmful,45,joint,0.0,0.6,1.0
R4_all_harmful,46,no_graph,0.0,0.65,1.0
R4_all_harmful,46,equal,-0.08670985661536534,0.6,0.0
R4_all_harmful,46,stability_only,-0.08670985661536534,0.6,0.0
R4_all_harmful,46,utility_only,-0.06670010664899506,0.6,0.0
R4_all_harmful,46,joint,-0.06670010664899506,0.6,0.0
R4_all_harmful,47,no_graph,0.0,0.7,1.0
R4_all_harmful,47,equal,-0.004860488491393089,0.7,0.0
R4_all_harmful,47,stability_only,-0.004860488491393089,0.7,0.0
R4_all_harmful,47,utility_only,-0.040534232448306895,0.7,0.0
R4_all_harmful,47,joint,-0.040534232448307006,0.7,0.0
R4_all_harmful,48,no_graph,0.0,0.7,1.0
R4_all_harmful,48,equal,-0.01982207117376772,0.65,0.0
R4_all_harmful,48,stability_only,-0.01982207117376772,0.65,0.0
R4_all_harmful,48,utility_only,-0.023538745518704718,0.65,0.0
R4_all_harmful,48,joint,-0.023538745518704718,0.65,0.0
R4_all_harmful,49,no_graph,0.0,0.65,1.0
R4_all_harmful,49,equal,2.220446049250313e-16,0.65,0.0
R4_all_harmful,49,stability_only,2.220446049250313e-16,0.65,0.0
R4_all_harmful,49,utility_only,0.0013816470467252762,0.65,0.0
R4_all_harmful,49,joint,0.0013816470467252762,0.65,0.0
R5_unstable_lure,0,no_graph,0.0,0.55,1.0
R5_unstable_lure,0,equal,0.05547634781907418,0.6,0.0
R5_unstable_lure,0,stability_only,0.05547634781907407,0.6,0.0
R5_unstable_lure,0,utility_only,0.0729891367695108,0.65,0.0
R5_unstable_lure,0,joint,0.0729891367695108,0.65,0.0
R5_unstable_lure,1,no_graph,0.0,0.45,1.0
R5_unstable_lure,1,equal,0.039330775143162966,0.55,0.0
R5_unstable_lure,1,stability_only,0.1582111706404521,0.55,0.0
R5_unstable_lure,1,utility_only,0.1582111706404522,0.55,0.0
R5_unstable_lure,1,joint,0.1582111706404521,0.55,0.0
R5_unstable_lure,2,no_graph,0.0,0.7,1.0
R5_unstable_lure,2,equal,0.18093004015860265,0.8,0.0
R5_unstable_lure,2,stability_only,0.1809300401586026,0.8,0.0
R5_unstable_lure,2,utility_only,0.17713448478211508,0.8,0.0
R5_unstable_lure,2,joint,0.22724369144861162,0.85,0.0
R5_unstable_lure,3,no_graph,0.0,0.55,1.0
R5_unstable_lure,3,equal,0.18942408902520036,0.65,0.0
R5_unstable_lure,3,stability_only,0.23914483996611602,0.7,0.0
R5_unstable_lure,3,utility_only,0.2092716995385735,0.7,0.0
R5_unstable_lure,3,joint,0.20927169953857327,0.7,0.0
R5_unstable_lure,4,no_graph,0.0,0.65,1.0
R5_unstable_lure,4,equal,0.26841876190622616,0.8,0.0
R5_unstable_lure,4,stability_only,0.2684187619062261,0.8,0.0
R5_unstable_lure,4,utility_only,0.2684187619062261,0.8,0.0
R5_unstable_lure,4,joint,0.26841876190622616,0.8,0.0
R5_unstable_lure,5,no_graph,0.0,0.7,1.0
R5_unstable_lure,5,equal,0.0005869745580540098,0.8,0.0
R5_unstable_lure,5,stability_only,0.0005869745580539543,0.8,0.0
R5_unstable_lure,5,utility_only,0.10991987976537881,0.9,0.0
R5_unstable_lure,5,joint,0.1099198797653787,0.9,0.0
R5_unstable_lure,6,no_graph,0.0,0.75,1.0
R5_unstable_lure,6,equal,0.10531892903200446,0.8,0.0
R5_unstable_lure,6,stability_only,0.10531892903200424,0.8,0.0
R5_unstable_lure,6,utility_only,0.13141656171914312,0.75,0.0
R5_unstable_lure,6,joint,0.13141656171914312,0.75,0.0
R5_unstable_lure,7,no_graph,0.0,0.6,1.0
R5_unstable_lure,7,equal,0.18527140996133062,0.75,0.0
R5_unstable_lure,7,stability_only,0.1852714099613305,0.75,0.0
R5_unstable_lure,7,utility_only,0.20689329116495614,0.8,0.0
R5_unstable_lure,7,joint,0.18527140996133062,0.75,0.0
R5_unstable_lure,8,no_graph,0.0,0.75,1.0
R5_unstable_lure,8,equal,0.15824837023020055,0.95,0.0
R5_unstable_lure,8,stability_only,0.15824837023020055,0.95,0.0
R5_unstable_lure,8,utility_only,0.1582483702302005,0.95,0.0
R5_unstable_lure,8,joint,0.1582483702302005,0.95,0.0
R5_unstable_lure,9,no_graph,0.0,0.6,1.0
R5_unstable_lure,9,equal,0.14969497759955575,0.7,0.0
R5_unstable_lure,9,stability_only,0.18971353986872497,0.75,0.0
R5_unstable_lure,9,utility_only,0.18971353986872497,0.75,0.0
R5_unstable_lure,9,joint,0.18971353986872513,0.75,0.0
R5_unstable_lure,10,no_graph,0.0,0.7,1.0
R5_unstable_lure,10,equal,0.14562325412059246,0.8,0.0
R5_unstable_lure,10,stability_only,0.14562325412059246,0.8,0.0
R5_unstable_lure,10,utility_only,0.14562325412059235,0.8,0.0
R5_unstable_lure,10,joint,0.14562325412059235,0.8,0.0
R5_unstable_lure,11,no_graph,0.0,0.65,1.0
R5_unstable_lure,11,equal,0.18374946494915623,0.75,0.0
R5_unstable_lure,11,stability_only,0.18374946494915623,0.75,0.0
R5_unstable_lure,11,utility_only,0.18374946494915623,0.75,0.0
R5_unstable_lure,11,joint,0.18374946494915623,0.75,0.0
R5_unstable_lure,12,no_graph,0.0,0.55,1.0
R5_unstable_lure,12,equal,0.02896380039301799,0.6,0.0
R5_unstable_lure,12,stability_only,0.023939135473070083,0.6,0.0
R5_unstable_lure,12,utility_only,0.023939135473070028,0.6,0.0
R5_unstable_lure,12,joint,0.023939135473070083,0.6,0.0
R5_unstable_lure,13,no_graph,0.0,0.6,1.0
R5_unstable_lure,13,equal,0.17277187735142696,0.75,0.0
R5_unstable_lure,13,stability_only,0.17277187735142702,0.75,0.0
R5_unstable_lure,13,utility_only,0.17277187735142702,0.75,0.0
R5_unstable_lure,13,joint,0.17632684627116724,0.75,0.0
R5_unstable_lure,14,no_graph,0.0,0.65,1.0
R5_unstable_lure,14,equal,0.1342026245338006,0.7,0.0
R5_unstable_lure,14,stability_only,0.1342026245338006,0.7,0.0
R5_unstable_lure,14,utility_only,0.17227015418164587,0.75,0.0
R5_unstable_lure,14,joint,0.17227015418164587,0.75,0.0
R5_unstable_lure,15,no_graph,0.0,0.6,1.0
R5_unstable_lure,15,equal,0.11671219990227022,0.7,0.0
R5_unstable_lure,15,stability_only,0.11671219990227027,0.7,0.0
R5_unstable_lure,15,utility_only,0.11671219990227022,0.7,0.0
R5_unstable_lure,15,joint,0.11671219990227022,0.7,0.0
R5_unstable_lure,16,no_graph,0.0,0.6,1.0
R5_unstable_lure,16,equal,0.18337849932216815,0.75,0.0
R5_unstable_lure,16,stability_only,0.18337849932216815,0.75,0.0
R5_unstable_lure,16,utility_only,0.2012368240474947,0.8,0.0
R5_unstable_lure,16,joint,0.2012368240474947,0.8,0.0
R5_unstable_lure,17,no_graph,0.0,0.65,1.0
R5_unstable_lure,17,equal,0.054776246155524844,0.75,0.0
R5_unstable_lure,17,stability_only,0.054776246155524844,0.75,0.0
R5_unstable_lure,17,utility_only,0.05477624615552479,0.75,0.0
R5_unstable_lure,17,joint,0.05477624615552473,0.75,0.0
R5_unstable_lure,18,no_graph,0.0,0.6,1.0
R5_unstable_lure,18,equal,0.1164194660138983,0.75,0.0
R5_unstable_lure,18,stability_only,0.1164194660138983,0.75,0.0
R5_unstable_lure,18,utility_only,0.11641946601389841,0.75,0.0
R5_unstable_lure,18,joint,0.11641946601389841,0.75,0.0
R5_unstable_lure,19,no_graph,0.0,0.55,1.0
R5_unstable_lure,19,equal,0.13204333315872552,0.65,0.0
R5_unstable_lure,19,stability_only,0.13204333315872552,0.65,0.0
R5_unstable_lure,19,utility_only,0.13561167707401722,0.65,0.0
R5_unstable_lure,19,joint,0.1356116770740171,0.65,0.0
R5_unstable_lure,20,no_graph,0.0,0.7,1.0
R5_unstable_lure,20,equal,0.035466510597418455,0.75,0.0
R5_unstable_lure,20,stability_only,0.035466510597418455,0.75,0.0
R5_unstable_lure,20,utility_only,0.02360195110767893,0.75,0.0
R5_unstable_lure,20,joint,0.02360195110767882,0.75,0.0
R5_unstable_lure,21,no_graph,0.0,0.75,1.0
R5_unstable_lure,21,equal,0.11550169968890542,0.85,0.0
R5_unstable_lure,21,stability_only,0.11550169968890542,0.85,0.0
R5_unstable_lure,21,utility_only,0.11550169968890542,0.85,0.0
R5_unstable_lure,21,joint,0.11550169968890542,0.85,0.0
R5_unstable_lure,22,no_graph,0.0,0.7,1.0
R5_unstable_lure,22,equal,0.06373144997011465,0.8,0.0
R5_unstable_lure,22,stability_only,0.06373144997011465,0.8,0.0
R5_unstable_lure,22,utility_only,0.07762618239592484,0.8,0.0
R5_unstable_lure,22,joint,0.07762618239592484,0.8,0.0
R5_unstable_lure,23,no_graph,0.0,0.65,1.0
R5_unstable_lure,23,equal,0.09927750388529463,0.75,0.0
R5_unstable_lure,23,stability_only,0.09927750388529463,0.75,0.0
R5_unstable_lure,23,utility_only,0.04292425761078633,0.7,0.0
R5_unstable_lure,23,joint,0.04292425761078633,0.7,0.0
R5_unstable_lure,24,no_graph,0.0,0.6,1.0
R5_unstable_lure,24,equal,0.13561496683347635,0.7,0.0
R5_unstable_lure,24,stability_only,0.13561496683347635,0.7,0.0
R5_unstable_lure,24,utility_only,0.11078080834704696,0.75,0.0
R5_unstable_lure,24,joint,0.11078080834704696,0.75,0.0
R5_unstable_lure,25,no_graph,0.0,0.85,1.0
R5_unstable_lure,25,equal,0.04155504730059506,0.9,0.0
R5_unstable_lure,25,stability_only,0.041555047300595005,0.9,0.0
R5_unstable_lure,25,utility_only,0.04155504730059506,0.9,0.0
R5_unstable_lure,25,joint,0.04155504730059506,0.9,0.0
R5_unstable_lure,26,no_graph,0.0,0.7,1.0
R5_unstable_lure,26,equal,0.16914929615440777,0.8,0.0
R5_unstable_lure,26,stability_only,0.16914929615440777,0.8,0.0
R5_unstable_lure,26,utility_only,0.16486331660083814,0.8,0.0
R5_unstable_lure,26,joint,0.16914929615440777,0.8,0.0
R5_unstable_lure,27,no_graph,0.0,0.75,1.0
R5_unstable_lure,27,equal,0.050959133977241666,0.8,0.0
R5_unstable_lure,27,stability_only,0.03661715914453667,0.85,0.0
R5_unstable_lure,27,utility_only,0.0,0.75,1.0
R5_unstable_lure,27,joint,0.0,0.75,1.0
R5_unstable_lure,28,no_graph,0.0,0.8,1.0
R5_unstable_lure,28,equal,-0.0032111879074077088,0.9,0.0
R5_unstable_lure,28,stability_only,-0.0032111879074075977,0.9,0.0
R5_unstable_lure,28,utility_only,0.018186100542526562,0.9,0.0
R5_unstable_lure,28,joint,0.018186100542526562,0.9,0.0
R5_unstable_lure,29,no_graph,0.0,0.7,1.0
R5_unstable_lure,29,equal,0.13239038774584683,0.75,0.0
R5_unstable_lure,29,stability_only,0.1323903877458466,0.75,0.0
R5_unstable_lure,29,utility_only,0.08813066400940894,0.75,0.0
R5_unstable_lure,29,joint,0.08813066400940894,0.75,0.0
R5_unstable_lure,30,no_graph,0.0,0.75,1.0
R5_unstable_lure,30,equal,0.04320014836227881,0.85,0.0
R5_unstable_lure,30,stability_only,0.04320014836227892,0.85,0.0
R5_unstable_lure,30,utility_only,0.04411861252890037,0.8,0.0
R5_unstable_lure,30,joint,0.04411861252890037,0.8,0.0
R5_unstable_lure,31,no_graph,0.0,0.65,1.0
R5_unstable_lure,31,equal,0.010284303977967146,0.7,0.0
R5_unstable_lure,31,stability_only,0.010284303977967146,0.7,0.0
R5_unstable_lure,31,utility_only,0.005041805909473174,0.7,0.0
R5_unstable_lure,31,joint,0.005041805909473174,0.7,0.0
R5_unstable_lure,32,no_graph,0.0,0.7,1.0
R5_unstable_lure,32,equal,0.06495188725555395,0.8,0.0
R5_unstable_lure,32,stability_only,0.06495188725555379,0.8,0.0
R5_unstable_lure,32,utility_only,0.0649518872555539,0.8,0.0
R5_unstable_lure,32,joint,0.0649518872555539,0.8,0.0
R5_unstable_lure,33,no_graph,0.0,0.75,1.0
R5_unstable_lure,33,equal,0.07752882411539408,0.8,0.0
R5_unstable_lure,33,stability_only,0.07752882411539408,0.8,0.0
R5_unstable_lure,33,utility_only,0.12272258678179593,0.85,0.0
R5_unstable_lure,33,joint,0.12272258678179593,0.85,0.0
R5_unstable_lure,34,no_graph,0.0,0.8,1.0
R5_unstable_lure,34,equal,5.551115123125783e-17,0.8,0.0
R5_unstable_lure,34,stability_only,0.0010153197622645438,0.8,0.0
R5_unstable_lure,34,utility_only,0.0010153197622644328,0.8,0.0
R5_unstable_lure,34,joint,0.0010153197622644328,0.8,0.0
R5_unstable_lure,35,no_graph,0.0,0.55,1.0
R5_unstable_lure,35,equal,0.06357032274669233,0.7,0.0
R5_unstable_lure,35,stability_only,0.06357032274669233,0.7,0.0
R5_unstable_lure,35,utility_only,0.07625165501030778,0.7,0.0
R5_unstable_lure,35,joint,0.07625165501030778,0.7,0.0
R5_unstable_lure,36,no_graph,0.0,0.7,1.0
R5_unstable_lure,36,equal,-0.01881988188578343,0.7,0.0
R5_unstable_lure,36,stability_only,-0.01881988188578343,0.7,0.0
R5_unstable_lure,36,utility_only,-0.014365141754055233,0.7,0.0
R5_unstable_lure,36,joint,-0.014365141754055233,0.7,0.0
R5_unstable_lure,37,no_graph,0.0,0.55,1.0
R5_unstable_lure,37,equal,0.15874974641726347,0.65,0.0
R5_unstable_lure,37,stability_only,0.15874974641726347,0.65,0.0
R5_unstable_lure,37,utility_only,0.27686402714916636,0.7,0.0
R5_unstable_lure,37,joint,0.27686402714916625,0.7,0.0
R5_unstable_lure,38,no_graph,0.0,0.7,1.0
R5_unstable_lure,38,equal,0.10124327459395144,0.8,0.0
R5_unstable_lure,38,stability_only,0.10124327459395138,0.8,0.0
R5_unstable_lure,38,utility_only,0.15585129998490843,0.85,0.0
R5_unstable_lure,38,joint,0.15585129998490832,0.85,0.0
R5_unstable_lure,39,no_graph,0.0,0.7,1.0
R5_unstable_lure,39,equal,-0.032544075442366704,0.75,0.0
R5_unstable_lure,39,stability_only,-0.032544075442366704,0.75,0.0
R5_unstable_lure,39,utility_only,0.048003651020468,0.8,0.0
R5_unstable_lure,39,joint,0.048003651020468,0.8,0.0
R5_unstable_lure,40,no_graph,0.0,0.6,1.0
R5_unstable_lure,40,equal,0.03867469077352348,0.65,0.0
R5_unstable_lure,40,stability_only,0.06448761636393319,0.7,0.0
R5_unstable_lure,40,utility_only,0.06448761636393324,0.7,0.0
R5_unstable_lure,40,joint,0.06448761636393324,0.7,0.0
R5_unstable_lure,41,no_graph,0.0,0.65,1.0
R5_unstable_lure,41,equal,0.020060712834097882,0.65,0.0
R5_unstable_lure,41,stability_only,0.020060712834097882,0.65,0.0
R5_unstable_lure,41,utility_only,0.04703154631667794,0.7,0.0
R5_unstable_lure,41,joint,0.04703154631667794,0.7,0.0
R5_unstable_lure,42,no_graph,0.0,0.65,1.0
R5_unstable_lure,42,equal,0.12551403294525576,0.75,0.0
R5_unstable_lure,42,stability_only,0.12551403294525565,0.75,0.0
R5_unstable_lure,42,utility_only,0.18592656853461764,0.8,0.0
R5_unstable_lure,42,joint,0.18592656853461764,0.8,0.0
R5_unstable_lure,43,no_graph,0.0,0.6,1.0
R5_unstable_lure,43,equal,0.13603159604984483,0.7,0.0
R5_unstable_lure,43,stability_only,0.13603159604984483,0.7,0.0
R5_unstable_lure,43,utility_only,0.13603159604984505,0.7,0.0
R5_unstable_lure,43,joint,0.13603159604984505,0.7,0.0
R5_unstable_lure,44,no_graph,0.0,0.75,1.0
R5_unstable_lure,44,equal,0.07113056165125037,0.8,0.0
R5_unstable_lure,44,stability_only,0.07113056165125031,0.8,0.0
R5_unstable_lure,44,utility_only,0.08919563609413644,0.8,0.0
R5_unstable_lure,44,joint,0.09509393075662592,0.8,0.0
R5_unstable_lure,45,no_graph,0.0,0.55,1.0
R5_unstable_lure,45,equal,0.2281659463803808,0.65,0.0
R5_unstable_lure,45,stability_only,0.2281659463803808,0.65,0.0
R5_unstable_lure,45,utility_only,0.23414790065382063,0.65,0.0
R5_unstable_lure,45,joint,0.23414790065382063,0.65,0.0
R5_unstable_lure,46,no_graph,0.0,0.75,1.0
R5_unstable_lure,46,equal,0.04729465644495967,0.85,0.0
R5_unstable_lure,46,stability_only,0.047294656444959615,0.85,0.0
R5_unstable_lure,46,utility_only,0.04729465644495956,0.85,0.0
R5_unstable_lure,46,joint,0.03784853836993474,0.85,0.0
R5_unstable_lure,47,no_graph,0.0,0.6,1.0
R5_unstable_lure,47,equal,0.013137278720849743,0.65,0.0
R5_unstable_lure,47,stability_only,0.013137278720849743,0.65,0.0
R5_unstable_lure,47,utility_only,0.04897405943155059,0.7,0.0
R5_unstable_lure,47,joint,0.04897405943155064,0.7,0.0
R5_unstable_lure,48,no_graph,0.0,0.5,1.0
R5_unstable_lure,48,equal,0.22145588881052847,0.6,0.0
R5_unstable_lure,48,stability_only,0.34677077571063375,0.65,0.0
R5_unstable_lure,48,utility_only,0.34535912363605936,0.65,0.0
R5_unstable_lure,48,joint,0.3453591236360595,0.65,0.0
R5_unstable_lure,49,no_graph,0.0,0.6,1.0
R5_unstable_lure,49,equal,0.04587079015530099,0.75,0.0
R5_unstable_lure,49,stability_only,0.04587079015530099,0.75,0.0
R5_unstable_lure,49,utility_only,-0.03413462248360144,0.7,0.0
R5_unstable_lure,49,joint,-0.03413462248360144,0.7,0.0
